This file was created using the 202606 CRSP database.
It contains value- and equally-weighted returns for  10 prior return portfolios.

The portfolios are constructed daily.  PRIOR_RET is from - 250 to - 21.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Daily
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19721109,  -0.34,  -0.24,   0.23,   0.03,  -0.04,  -0.13,  -0.16,  -0.04,  -0.03,  -0.07
19721110,   0.22,   0.61,   0.72,   0.17,   0.47,   0.54,   0.49,   0.44,   0.44,   0.29
19721113,  -0.34,  -0.20,   0.10,   0.19,  -0.20,   0.11,   0.04,   0.25,  -0.35,  -0.27
19721114,  -0.56,  -0.10,   0.39,   0.49,   0.30,   0.45,   0.46,   0.22,   0.38,   0.36
19721115,  -0.04,   0.03,   0.52,  -0.04,   0.24,  -0.32,  -0.31,  -0.17,  -0.46,  -0.37
19721116,   0.06,   0.35,   0.09,   0.46,   0.40,   0.19,   0.35,   0.22,   0.18,   0.46
19721117,   0.36,   0.43,   0.80,   0.38,   0.65,   0.45,   0.39,   0.21,   0.43,   0.38
19721120,   0.48,   0.29,   0.17,   0.04,  -0.18,   0.29,   0.04,   0.08,   0.13,  -0.05
19721121,   0.85,   0.48,   0.37,   0.72,   0.18,   0.31,   0.26,   0.18,   0.75,   0.26
19721122,   0.85,   0.76,   0.69,   0.66,   1.07,   0.73,   0.63,   0.56,   0.30,   0.30
19721124,   0.69,   0.55,   0.38,   0.40,   0.16,   0.38,   0.17,   0.13,  -0.05,   0.13
19721127,   0.11,  -0.42,  -0.38,   0.09,  -0.18,  -0.19,  -0.30,  -0.13,  -0.49,  -0.11
19721128,   0.86,   0.78,   0.47,   0.08,   0.09,  -0.07,   0.14,   0.14,   0.30,   0.35
19721129,   0.29,   0.01,   0.31,   0.11,   0.18,   0.14,   0.43,   0.19,  -0.02,   0.20
19721130,   1.11,   0.69,   0.69,   0.78,   0.58,   0.77,   0.12,   0.63,   0.59,   1.01
19721201,   1.73,   1.40,   1.26,   0.74,   0.76,   0.73,   0.67,   0.53,   0.78,   1.25
19721204,   1.14,   0.71,   0.31,   0.52,   0.27,   0.64,   0.33,   0.18,   0.50,   0.36
19721205,  -0.87,  -0.08,  -0.29,  -0.12,  -0.06,  -0.18,  -0.31,  -0.18,  -0.45,  -0.21
19721206,   0.51,   0.10,   0.35,   0.23,  -0.13,   0.44,   0.56,   0.42,   0.49,   0.57
19721207,  -0.06,  -0.23,   0.23,   0.18,   0.03,   0.29,   0.29,   0.38,   0.23,   0.37
19721208,  -0.23,   0.31,  -0.15,   0.35,  -0.09,   0.23,   0.38,   0.10,   0.12,   0.30
19721211,  -0.81,  -0.45,  -0.03,  -0.25,  -0.05,   0.03,  -0.01,   0.00,   0.07,   0.13
19721212,  -1.37,  -0.69,  -0.83,  -0.53,  -0.57,  -0.51,  -0.22,  -0.59,  -0.33,  -0.50
19721213,  -1.08,  -0.94,  -0.71,  -0.33,  -0.65,  -0.37,  -0.30,  -0.18,  -0.29,  -0.46
19721214,  -1.26,  -1.10,  -0.56,  -0.82,  -0.83,  -0.57,  -0.45,  -0.22,  -0.51,  -0.23
19721215,  -0.02,  -0.32,   0.04,   0.09,  -0.32,  -0.02,  -0.01,  -0.07,   0.04,   0.25
19721218,  -1.57,  -1.31,  -1.27,  -1.07,  -1.14,  -0.95,  -0.73,  -0.97,  -1.02,  -0.97
19721219,  -0.94,  -0.82,  -0.60,  -0.45,  -0.65,  -0.40,  -0.30,  -0.56,  -0.46,  -0.25
19721220,  -1.12,  -0.51,  -0.27,  -0.64,  -0.35,  -0.26,  -0.68,  -0.17,  -0.29,  -0.38
19721221,  -0.79,  -0.74,  -0.53,  -0.38,  -0.44,  -0.35,  -0.24,  -0.58,  -0.61,  -0.73
19721222,   0.65,   0.50,   0.83,   0.49,   0.30,   0.18,   0.37,   0.39,   0.27,   0.52
19721226,  -1.04,  -0.43,  -0.57,  -0.37,   0.05,  -0.10,  -0.27,   0.17,  -0.12,   0.18
19721227,  -1.51,  -1.03,  -0.61,  -0.36,  -0.06,   0.07,  -0.55,  -0.34,  -0.19,   0.15
19721229,   2.60,   1.77,   1.18,   1.21,   0.89,   0.77,   0.81,   1.34,   1.28,   1.51
19730102,   4.77,   3.08,   2.29,   1.66,   1.18,   1.26,   1.25,   1.36,   1.23,   1.19
19730103,   1.33,   1.13,   0.96,   0.75,   0.44,   0.19,   0.53,   0.47,   0.28,   0.43
19730104,  -0.13,   0.13,  -0.01,   0.10,  -0.03,  -0.19,  -0.14,  -0.31,  -0.03,  -0.17
19730105,   0.10,   0.50,   0.20,   0.41,  -0.04,   0.21,   0.13,   0.05,   0.14,   0.52
19730108,  -0.02,  -0.12,   0.00,   0.36,   0.17,  -0.09,  -0.07,  -0.03,   0.02,   0.21
19730109,  -0.30,  -0.33,  -0.15,  -0.29,   0.07,  -0.37,   0.11,  -0.29,  -0.22,   0.08
19730110,  -0.37,  -0.43,  -0.16,  -0.51,  -0.13,  -0.13,  -0.44,  -0.45,  -0.12,  -0.46
19730111,  -0.22,   0.01,   0.38,   0.36,   0.28,   0.28,   0.10,   0.17,   0.25,   0.24
19730112,  -0.94,  -0.87,  -0.83,  -1.05,  -1.12,  -0.79,  -1.09,  -1.03,  -0.76,  -1.50
19730115,  -1.10,  -0.68,  -1.03,  -0.33,  -0.84,  -0.28,  -1.07,  -0.78,  -1.00,  -1.48
19730116,  -0.53,  -0.47,  -0.56,  -0.42,  -0.51,  -0.37,  -0.61,  -0.46,  -0.74,   0.07
19730117,  -0.11,   0.27,   0.21,   0.19,  -0.21,   0.21,   0.22,   0.17,   0.20,   0.68
19730118,  -0.11,  -0.20,  -0.12,   0.00,  -0.34,   0.01,  -0.03,   0.26,  -0.14,   0.30
19730119,  -0.41,  -0.06,  -0.60,  -0.76,  -0.54,  -0.40,  -0.42,  -0.40,  -0.29,  -0.28
19730122,  -1.05,  -0.50,  -0.44,  -0.46,  -0.47,  -0.31,  -0.42,  -0.61,  -0.33,  -0.47
19730123,  -0.07,  -0.75,  -0.39,  -0.71,  -0.58,  -0.57,  -0.60,  -0.54,  -0.49,  -0.29
19730124,  -0.90,  -0.92,  -1.44,  -1.16,  -1.34,  -0.98,  -1.24,  -1.66,  -1.30,  -1.72
19730126,  -0.53,  -0.76,  -0.76,  -0.42,  -0.50,  -0.78,  -0.88,  -0.65,  -0.33,  -0.70
19730129,  -1.17,  -1.08,  -0.60,  -0.46,  -0.05,  -0.39,  -0.42,  -0.86,  -0.50,  -0.54
19730130,  -0.84,  -0.74,  -0.10,  -0.68,  -0.37,   0.05,  -0.15,  -0.18,  -0.02,  -0.17
19730131,  -0.23,   0.06,   0.13,  -0.03,  -0.34,   0.28,   0.23,   0.19,   0.21,   0.10
19730201,  -1.34,  -1.32,  -0.99,  -1.13,  -1.06,  -0.62,  -0.83,  -0.80,  -1.08,  -1.52
19730202,  -0.21,  -0.23,  -0.55,  -0.51,  -0.23,  -0.56,  -0.49,  -0.64,  -0.43,  -0.65
19730205,  -0.33,  -0.41,  -0.42,  -0.10,  -0.29,  -0.50,  -0.18,  -0.29,  -0.44,  -0.57
19730206,  -0.40,  -0.05,  -0.44,  -0.14,  -0.29,  -0.12,  -0.04,   0.02,   0.17,   0.25
19730207,  -0.91,  -0.90,  -0.58,  -0.63,  -0.54,  -0.67,  -0.72,  -0.57,  -0.85,  -0.70
19730208,  -0.59,  -0.63,  -0.31,  -0.71,  -0.59,  -0.54,  -0.44,  -0.51,  -0.40,  -0.46
19730209,   0.99,   0.94,   1.04,   0.67,   0.54,   0.64,   1.04,   1.03,   1.34,   1.76
19730212,   1.56,   1.06,   1.05,   0.98,   1.08,   0.58,   0.94,   1.09,   0.98,   1.09
19730213,   0.38,   0.16,  -0.07,   0.07,   0.55,   0.22,   0.43,   0.63,   0.40,   0.65
19730214,  -1.39,  -1.54,  -1.04,  -1.09,  -1.09,  -0.85,  -0.83,  -0.84,  -0.98,  -1.64
19730215,  -0.65,  -0.81,  -0.56,  -0.62,  -0.62,  -0.68,  -0.55,  -0.75,  -0.86,  -0.58
19730216,   0.22,   0.06,   0.01,   0.20,  -0.09,   0.14,   0.19,   0.10,   0.04,   0.16
19730220,  -0.10,   0.02,  -0.11,  -0.02,  -0.05,   0.21,   0.08,  -0.17,  -0.33,   0.01
19730221,  -1.45,  -1.03,  -1.01,  -0.99,  -0.60,  -0.30,  -0.69,  -0.59,  -0.83,  -1.07
19730222,  -0.61,  -0.84,  -0.43,  -0.68,  -0.65,  -0.19,  -0.45,  -0.25,  -0.43,  -0.74
19730223,  -0.92,  -0.72,  -1.30,  -0.71,  -0.95,  -1.04,  -0.63,  -0.89,  -0.94,  -1.42
19730226,  -1.54,  -1.10,  -1.30,  -1.21,  -0.91,  -0.97,  -0.86,  -1.23,  -1.10,  -1.49
19730227,  -1.40,  -1.03,  -1.34,  -1.13,  -1.05,  -0.70,  -0.85,  -0.92,  -1.23,  -1.75
19730228,  -0.16,   0.07,   0.06,   0.45,   0.06,   0.05,   0.34,   0.49,   0.31,   0.71
19730301,  -0.95,  -0.57,  -0.48,  -0.66,  -0.17,  -0.38,  -0.23,  -0.15,  -0.37,  -0.56
19730302,   0.28,   0.49,   0.04,   0.00,  -0.16,   0.02,  -0.16,   0.06,  -0.10,   0.82
19730305,   0.59,  -0.12,   0.55,   0.43,   0.12,   0.34,   0.24,   0.24,   0.30,   0.29
19730306,   1.40,   0.96,   1.02,   1.16,   0.87,   0.99,   0.68,   0.87,   1.37,   1.52
19730307,   0.74,   0.60,   0.86,   0.58,   0.38,   0.12,   0.49,   0.35,   0.40,   0.65
19730308,  -0.01,  -0.33,  -0.33,   0.19,   0.11,   0.17,  -0.03,   0.02,  -0.14,   0.12
19730309,  -0.16,  -0.12,  -0.06,  -0.29,  -0.08,  -0.16,  -0.19,   0.01,  -0.27,  -0.29
19730312,   0.08,  -0.05,  -0.43,   0.04,  -0.18,  -0.01,  -0.16,  -0.34,  -0.26,  -0.03
19730313,  -0.17,   0.01,   0.02,   0.10,  -0.05,  -0.02,  -0.16,   0.13,   0.30,   0.46
19730314,  -0.37,  -0.17,  -0.06,  -0.50,  -0.04,   0.03,   0.02,   0.04,  -0.12,   0.44
19730315,  -1.19,  -0.45,  -0.67,  -0.83,  -0.46,  -0.51,  -0.31,  -0.35,  -0.50,  -0.72
19730316,  -0.86,  -0.42,  -0.34,  -0.62,  -0.58,  -0.32,  -0.45,  -0.16,  -0.41,  -0.52
19730319,  -0.92,  -0.93,  -0.93,  -1.11,  -1.29,  -1.03,  -1.00,  -0.79,  -1.27,  -1.22
19730320,  -0.78,  -0.57,  -0.70,  -0.48,  -0.44,  -0.40,  -0.53,  -0.53,  -0.36,  -0.23
19730321,  -1.57,  -1.05,  -1.19,  -0.89,  -1.08,  -0.67,  -0.55,  -0.68,  -0.95,  -1.28
19730322,  -2.07,  -1.64,  -1.71,  -1.60,  -1.92,  -1.49,  -1.27,  -1.18,  -1.64,  -1.91
19730323,  -0.07,  -0.26,  -0.21,  -0.20,  -0.04,  -0.43,  -0.24,  -0.20,  -0.39,   0.17
19730326,   0.74,   0.40,   0.52,   0.28,   0.53,   0.42,   0.11,   0.19,   0.54,   1.28
19730327,   1.34,   1.09,   1.14,   1.24,   1.17,   0.81,   0.76,   0.99,   1.13,   1.42
19730328,   0.05,   0.22,   0.11,   0.26,  -0.05,   0.10,   0.22,   0.14,   0.29,   0.19
19730329,   0.55,   0.91,   0.62,   0.80,   0.90,   0.73,   0.70,   0.56,   1.00,   1.19
19730330,  -0.31,  -0.08,  -0.18,  -0.18,  -0.60,  -0.76,  -0.12,  -0.03,  -0.30,  -0.48
19730402,  -0.54,  -0.98,  -0.78,  -0.92,  -0.92,  -0.72,  -0.56,  -0.62,  -0.79,  -1.25
19730403,  -1.69,  -1.17,  -1.08,  -0.57,  -1.01,  -0.48,  -0.72,  -0.58,  -0.88,  -0.94
19730404,  -0.34,  -0.12,  -0.48,  -0.52,  -0.39,  -0.68,  -0.17,  -0.31,  -0.43,  -0.77
19730405,  -1.39,  -0.87,  -0.67,  -0.63,  -0.86,  -0.85,  -0.77,  -0.63,  -0.52,  -0.58
19730406,   0.48,   0.31,   0.43,   0.43,   0.38,   0.44,   0.42,   0.21,   0.14,   0.85
19730409,   0.58,   0.90,   0.71,   0.49,   0.61,   0.69,   0.51,   0.57,   0.95,   1.05
19730410,   0.35,   0.73,   0.77,   0.49,   1.02,   0.91,   0.63,   0.80,   0.84,   0.96
19730411,   0.05,   0.11,   0.51,  -0.03,   0.45,   0.62,   0.15,   0.28,   0.32,   0.33
19730412,  -0.30,  -0.24,  -0.32,   0.25,   0.15,   0.16,   0.17,  -0.04,   0.15,   0.14
19730413,  -0.30,  -0.49,  -0.38,  -0.22,  -0.56,  -0.32,   0.14,  -0.07,   0.00,   0.00
19730416,  -0.61,  -0.77,  -0.35,  -0.39,  -0.25,  -0.17,  -0.11,  -0.11,  -0.07,  -0.30
19730417,  -0.78,  -0.69,  -0.39,  -0.61,  -0.51,  -0.53,  -0.41,  -0.43,  -0.13,  -0.69
19730418,  -0.38,  -0.46,  -0.50,  -0.55,   0.13,  -0.36,  -0.26,   0.12,  -0.12,   0.22
19730419,   0.54,   0.52,   0.32,   0.49,   0.35,   0.48,   0.43,   0.51,   0.49,   0.55
19730423,  -0.95,  -0.91,  -0.82,  -0.78,  -0.43,  -0.35,  -0.50,  -0.34,  -0.16,  -0.01
19730424,  -2.15,  -1.67,  -1.65,  -1.76,  -1.26,  -1.55,  -0.94,  -0.82,  -0.75,  -1.19
19730425,  -1.91,  -1.73,  -1.64,  -1.47,  -1.51,  -1.22,  -1.41,  -0.90,  -0.94,  -1.81
19730426,   0.71,  -0.13,  -0.27,   0.04,  -0.33,  -0.03,   0.15,  -0.01,  -0.12,   0.17
19730427,  -1.70,  -1.39,  -1.23,  -1.03,  -1.17,  -0.69,  -0.80,  -0.76,  -0.97,  -1.51
19730430,  -0.80,  -0.73,  -0.56,  -0.31,  -0.54,  -0.61,  -0.47,  -0.27,  -0.31,  -0.23
19730501,   0.08,  -0.61,  -0.85,  -0.43,  -0.41,  -0.31,  -0.19,  -0.24,  -0.18,  -0.21
19730502,   0.98,   0.78,   1.45,   0.79,   0.78,   0.63,   0.80,   0.51,   0.85,   0.82
19730503,   0.68,   0.73,   0.63,   1.06,   0.63,   0.64,   0.72,   0.37,   1.12,   1.89
19730504,   0.71,   0.84,   0.96,   0.87,   0.73,   0.85,   1.02,   0.57,   0.69,   0.97
19730507,  -0.55,   0.07,  -0.41,  -0.37,  -0.24,  -0.55,  -0.41,  -0.19,  -0.20,  -0.42
19730508,   0.45,  -0.11,   0.01,   0.63,   0.16,   0.22,   0.38,   0.40,   0.56,   1.02
19730509,  -0.15,  -0.24,  -0.39,  -0.19,   0.18,   0.19,   0.07,   0.11,   0.09,   0.00
19730510,  -0.86,  -1.01,  -0.96,  -0.67,  -0.68,  -0.36,  -0.62,  -0.25,  -0.25,  -0.48
19730511,  -1.30,  -0.96,  -0.83,  -1.19,  -0.79,  -0.88,  -0.74,  -0.55,  -0.76,  -1.23
19730514,  -2.78,  -2.20,  -2.18,  -2.06,  -2.28,  -1.70,  -1.65,  -1.30,  -1.73,  -2.32
19730515,  -0.80,  -0.92,  -0.40,  -0.38,  -0.49,  -0.45,  -0.06,  -0.40,  -0.33,   0.11
19730516,  -1.25,  -0.59,  -0.71,  -0.74,  -0.49,  -0.19,  -0.44,  -0.12,  -0.12,  -0.12
19730517,  -1.58,  -1.31,  -0.94,  -1.14,  -0.79,  -0.81,  -0.57,  -0.55,  -0.84,  -0.76
19730518,  -3.68,  -3.26,  -2.91,  -2.78,  -2.25,  -2.82,  -2.18,  -1.96,  -1.97,  -2.41
19730521,  -3.96,  -3.89,  -3.53,  -3.94,  -3.34,  -3.80,  -2.65,  -2.47,  -2.00,  -3.21
19730522,  -0.21,   0.13,  -0.25,   0.38,   0.13,   0.30,   0.02,   0.16,   0.38,   0.41
19730523,   0.59,  -0.34,  -0.53,  -0.21,  -0.22,   0.06,   0.31,   0.32,   0.26,   0.56
19730524,   2.64,   2.19,   1.83,   2.33,   1.70,   1.61,   1.41,   1.31,   1.27,   1.81
19730525,   3.39,   2.72,   3.01,   3.23,   2.08,   1.91,   1.33,   1.27,   1.24,   1.58
19730529,   0.44,   0.13,   0.46,   0.18,   0.34,   0.31,   0.11,  -0.08,  -0.12,   0.46
19730530,  -2.11,  -2.07,  -1.82,  -1.46,  -1.49,  -1.28,  -1.05,  -1.04,  -0.74,  -1.13
19730531,  -1.80,  -0.79,  -1.44,  -1.20,  -1.18,  -1.05,  -1.05,  -0.67,  -0.58,  -0.86
19730601,  -0.91,  -1.17,  -1.46,  -0.38,  -1.20,  -0.92,  -0.53,  -0.56,  -0.68,  -0.79
19730604,  -1.90,  -1.34,  -1.47,  -1.43,  -1.20,  -1.10,  -0.97,  -0.91,  -0.70,  -1.22
19730605,   0.51,   0.49,   0.34,   0.86,   0.69,   0.21,   0.43,   0.70,   0.42,   1.16
19730606,  -0.09,  -0.24,  -0.10,  -0.19,  -0.08,  -0.31,  -0.30,  -0.20,  -0.19,  -0.39
19730607,   1.04,   1.31,   0.66,   0.52,   0.80,   0.89,   0.47,   0.75,   0.82,   1.14
19730608,   1.26,   1.46,   1.35,   1.29,   1.12,   1.05,   0.99,   0.61,   0.87,   1.51
19730611,   0.51,  -0.06,   0.03,   0.22,   0.26,  -0.19,   0.42,   0.01,   0.14,   0.13
19730612,   0.67,   1.02,   1.44,   0.78,   0.96,   0.57,   0.72,   0.82,   0.54,   1.19
19730613,   0.61,   0.68,   0.84,   0.83,   0.38,   0.54,   0.55,  -0.03,   0.28,  -0.08
19730614,  -1.04,  -1.07,  -0.77,  -0.82,  -0.79,  -0.38,  -0.62,  -0.52,  -0.41,  -0.94
19730615,  -1.26,  -1.45,  -1.27,  -1.08,  -1.11,  -0.89,  -0.67,  -0.95,  -0.75,  -1.13
19730618,  -1.63,  -1.27,  -1.49,  -1.40,  -1.57,  -1.12,  -1.32,  -1.07,  -0.90,  -1.09
19730619,  -0.47,  -0.55,  -0.43,  -0.27,  -0.05,  -0.30,  -0.16,  -0.01,  -0.31,  -0.19
19730620,   0.19,   0.15,   0.23,   0.37,   0.18,   0.40,   0.10,   0.29,   0.12,  -0.02
19730621,  -1.44,  -1.39,  -1.12,  -1.01,  -1.06,  -0.52,  -0.50,  -0.62,  -0.46,  -0.88
19730622,  -0.84,  -0.63,   0.02,  -0.04,   0.22,   0.10,  -0.04,   0.05,   0.20,   0.39
19730625,  -2.81,  -1.07,  -1.66,  -1.70,  -1.19,  -1.33,  -1.34,  -1.16,  -0.92,  -1.17
19730626,   0.65,   0.09,   0.07,  -0.05,   0.12,   0.05,   0.05,   0.13,   0.39,   0.82
19730627,   0.65,   0.27,   0.03,   0.16,   0.65,   0.23,   0.15,   0.22,   0.10,   0.37
19730628,   0.41,   1.42,   0.99,   1.12,   0.64,   0.22,   0.57,   0.29,   0.71,   0.86
19730629,   0.60,  -0.12,   0.38,   0.25,   0.25,   0.27,   0.05,  -0.24,   0.00,  -0.13
19730702,  -0.52,  -0.90,  -0.08,  -0.86,  -0.39,  -0.44,  -0.61,  -0.65,  -0.58,  -1.16
19730703,  -0.20,  -0.26,  -0.39,  -0.21,  -0.32,  -0.51,  -0.41,  -0.33,  -0.32,  -0.58
19730705,   0.39,  -0.52,   0.01,  -0.12,   0.07,  -0.14,  -0.20,  -0.28,  -0.40,  -0.03
19730706,   0.04,   0.14,  -0.04,  -0.08,  -0.20,   0.11,   0.16,  -0.20,   0.05,  -0.23
19730709,   0.67,   0.34,   0.43,   0.43,   0.09,   0.30,   0.46,   0.43,   0.37,   0.39
19730710,   2.40,   1.82,   1.89,   1.23,   1.25,   1.54,   1.06,   1.24,   1.10,   1.13
19730711,   4.08,   2.95,   3.06,   3.03,   2.51,   2.20,   2.13,   1.71,   1.29,   2.15
19730712,   1.02,   0.97,   0.53,   1.09,   0.84,   0.42,   0.63,   0.22,   0.06,   0.43
19730713,  -0.34,  -0.38,  -0.04,  -0.10,  -0.05,   0.05,  -0.50,  -0.40,  -0.33,  -0.62
19730716,   2.42,   1.28,   1.36,   1.44,   1.01,   1.32,   0.97,   0.95,   0.68,   1.00
19730717,   1.59,   1.83,   1.47,   0.87,   0.96,   0.55,   0.98,   0.76,   0.29,   0.48
19730718,   1.86,   2.02,   1.15,   1.55,   1.37,   1.12,   0.88,   1.06,   0.59,   0.86
19730719,   2.17,   1.56,   1.13,   0.66,   0.85,   0.51,   0.46,   0.14,   0.29,   0.19
19730720,   2.23,   1.87,   1.22,   1.25,   1.17,   0.59,   0.78,   0.69,   0.49,   0.96
19730723,   1.39,   1.60,   0.44,   0.97,   0.63,   0.78,   0.53,   0.46,   0.52,   0.50
19730724,   1.48,   0.69,   0.75,   0.69,   0.18,   0.85,   0.18,   0.41,  -0.04,   0.41
19730725,   1.34,   1.77,   1.98,   1.48,   1.09,   1.40,   1.35,   1.26,   0.65,   1.50
19730726,   0.33,   0.56,   0.71,   0.52,   0.54,   0.18,   0.37,   0.13,   0.06,   0.04
19730727,  -0.29,  -0.63,  -0.09,   0.13,  -0.26,  -0.06,  -0.13,  -0.15,  -0.25,  -0.31
19730730,  -0.35,  -0.62,  -0.23,   0.09,  -0.18,   0.03,  -0.17,  -0.17,   0.00,  -0.31
19730731,  -1.06,  -0.62,  -1.12,  -0.62,  -0.40,  -0.43,  -0.16,  -0.46,  -0.45,  -0.62
19730801,  -2.19,  -2.02,  -1.34,  -1.14,  -1.38,  -0.99,  -1.23,  -0.89,  -0.65,  -0.86
19730802,  -0.30,  -0.29,  -0.06,  -0.40,  -0.51,  -0.27,  -0.08,  -0.21,  -0.33,  -0.04
19730803,   0.34,   0.23,  -0.02,   0.17,  -0.05,  -0.14,   0.30,   0.03,  -0.06,  -0.02
19730806,   1.05,   0.19,  -0.22,  -0.19,  -0.22,   0.29,  -0.20,   0.22,   0.21,   0.61
19730807,  -0.73,  -0.45,  -0.06,  -0.36,  -0.18,  -0.08,  -0.21,  -0.07,  -0.16,  -0.16
19730808,  -1.48,  -1.16,  -1.06,  -1.03,  -0.83,  -0.86,  -0.76,  -0.41,  -0.72,  -0.60
19730809,  -0.23,   0.11,  -0.14,  -0.19,  -0.19,  -0.09,  -0.14,  -0.26,  -0.12,  -0.29
19730810,  -1.21,  -1.03,  -0.69,  -0.61,  -0.48,  -0.43,  -0.53,  -0.46,  -0.66,  -1.03
19730813,  -1.84,  -1.58,  -1.36,  -1.32,  -1.23,  -1.26,  -0.96,  -1.09,  -1.00,  -0.98
19730814,  -1.41,  -1.16,  -0.70,  -1.18,  -0.75,  -1.00,  -0.79,  -0.72,  -0.55,  -0.88
19730815,   0.41,   0.41,  -0.07,   0.14,  -0.18,  -0.04,  -0.12,   0.30,   0.43,   0.49
19730816,  -0.53,  -0.03,  -0.08,  -0.04,   0.01,   0.07,   0.18,  -0.33,   0.17,   0.01
19730817,   0.00,  -0.07,   0.19,  -0.26,   0.00,  -0.05,  -0.13,   0.15,   0.26,   0.15
19730820,  -1.12,  -0.96,  -0.42,  -0.68,  -0.47,  -0.57,  -0.71,  -0.48,  -0.39,  -0.76
19730821,  -1.00,  -1.28,  -0.39,  -0.91,  -0.66,  -0.77,  -0.58,  -0.58,  -0.35,  -0.88
19730822,  -0.90,  -0.71,  -0.67,  -0.93,  -0.49,  -0.61,  -0.68,  -0.36,  -0.27,  -0.80
19730823,   1.11,   0.79,   0.91,   0.86,   0.59,   0.73,   0.85,   0.91,   0.61,   1.02
19730824,   0.09,   0.11,  -0.25,   0.07,   0.02,   0.18,   0.25,  -0.10,   0.02,   0.38
19730827,   0.04,   0.11,  -0.12,   0.20,   0.25,   0.14,   0.18,   0.38,   0.25,   0.46
19730828,  -0.13,   0.37,  -0.07,   0.54,   0.23,   0.60,   0.30,   0.44,   0.11,   0.59
19730829,   0.35,   1.17,   1.01,   0.96,   0.88,   0.98,   0.74,   0.91,   0.66,   0.97
19730830,   0.43,   0.22,   0.48,   0.72,   0.42,   0.30,   0.26,   0.42,   0.42,   0.51
19730831,   0.63,   0.91,   0.69,   0.92,   0.75,   0.60,   0.41,   0.66,   0.54,   0.71
19730904,   0.28,   0.54,   0.48,   0.50,   0.57,   0.86,   0.78,   0.24,   0.53,   0.42
19730905,   0.12,   0.19,   0.18,   0.12,   0.31,   0.30,   0.15,   0.46,   0.59,   0.12
19730906,   0.39,   0.44,   0.65,   0.86,   0.83,   0.56,   0.95,   0.32,   0.65,   0.46
19730907,   0.40,  -0.18,   0.24,   0.27,   0.40,   0.36,   0.29,   0.49,   0.31,   0.04
19730910,  -0.47,  -0.25,  -0.40,  -0.34,  -0.25,  -0.13,  -0.21,  -0.48,  -0.29,  -0.49
19730911,  -0.68,  -0.91,  -0.45,  -0.85,  -0.37,  -0.67,  -0.28,  -0.43,  -0.29,  -0.21
19730912,  -0.27,  -0.25,  -0.17,  -0.16,  -0.39,  -0.33,  -0.14,  -0.20,  -0.41,  -0.02
19730913,  -0.45,   0.07,   0.05,  -0.09,  -0.12,   0.07,   0.31,   0.15,   0.39,   0.52
19730914,   0.71,   0.92,   0.57,   1.13,   0.73,   0.47,   0.59,   0.39,   0.55,   1.07
19730917,   0.97,   0.30,   1.36,   0.48,   0.39,   0.40,   0.32,   0.30,   0.53,   0.82
19730918,  -0.21,   0.15,   0.30,  -0.14,   0.37,  -0.16,  -0.06,  -0.19,  -0.10,   0.30
19730919,   2.17,   1.41,   2.29,   1.81,   1.68,   1.75,   1.27,   1.12,   1.18,   1.74
19730920,   1.95,   1.70,   1.61,   1.73,   1.60,   1.40,   1.44,   0.61,   0.89,   1.24
19730921,   1.44,   1.55,   1.89,   1.03,   0.99,   0.90,   0.84,   0.68,   0.79,   0.62
19730924,   1.84,   0.70,   1.19,   0.84,   0.98,   0.89,   0.63,   0.79,   0.71,   0.67
19730925,   1.12,   0.29,   0.24,   1.09,   0.56,   0.87,   0.44,   0.58,   0.67,   0.38
19730926,   1.41,   1.22,   1.51,   1.36,   1.14,   1.08,   1.07,   0.66,   0.65,   0.89
19730927,   0.17,   0.09,   0.23,   0.60,   0.05,   0.61,   0.31,   0.40,   0.24,   0.05
19730928,  -0.24,   0.09,  -0.41,   0.05,   0.32,  -0.18,  -0.18,  -0.12,  -0.17,  -0.16
19731001,   0.66,   1.09,   0.25,   0.59,   0.75,   0.35,   0.39,   0.41,   0.14,   0.19
19731002,   1.66,   1.38,   1.75,   1.72,   1.40,   1.03,   0.90,   0.61,   0.85,   1.02
19731003,   0.93,   0.85,   1.57,   0.74,   0.64,   0.71,   1.04,   0.09,   0.52,   0.76
19731004,   0.15,   0.11,   0.08,  -0.01,   0.33,   0.19,   0.04,  -0.43,  -0.18,  -0.02
19731005,   1.41,   1.51,   1.64,   0.66,   0.84,   0.78,   0.56,   0.78,   0.84,   1.43
19731008,   1.28,   0.99,   0.72,   0.37,   0.52,   0.49,   0.73,   0.78,   0.65,   1.01
19731009,  -0.30,   0.11,   0.36,  -0.13,   0.09,  -0.03,  -0.17,  -0.29,   0.05,   0.26
19731010,  -1.77,  -1.73,  -1.77,  -1.43,  -1.33,  -1.41,  -0.91,  -0.48,  -1.30,  -1.03
19731011,   1.61,   1.75,   1.56,   1.61,   1.69,   1.13,   0.84,   1.39,   1.59,   2.26
19731012,   0.15,   0.31,   0.78,   1.06,   0.53,   0.51,   0.31,   0.43,   0.48,   1.24
19731015,  -1.18,  -1.40,  -0.97,  -1.11,  -1.08,  -0.86,  -0.77,  -0.25,  -0.62,  -0.98
